institutionCode,collectionCode,datasetName,basisOfRecord,individualCount,occurrenceStatus,occurrenceRemarks,year,month,day,countryCode,stateProvince,county,locality,,,,,,,,identificationID,issue,mediaType,species,country
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17MP79,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17NH69,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17NJ92,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17PH27,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17PJ65,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17PK79,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17PK93,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,18UQ33,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,18UQ84,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,16CU04,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,16CU55,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17MH79,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17MK76,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17ML06,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17ML39,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17NJ12,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17NJ63,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17NK91,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17PJ36,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17PJ69,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17PK46,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17PK97,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,18TQ76,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,18UR32,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,18UR50,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,18VR11,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,18WQ28,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,18WR23,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,16CU47,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17MH52,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17MK86,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17ML49,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17MM26,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17MM40,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17NJ88,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17NK32,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17NK83,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17PJ28,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17PK05,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17PK74,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17PL84,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17QK35,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,18UQ14,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,18US01,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,18VR21,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,18WR33,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17LH83,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17LP90,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17MK96,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
"BSC-FON-OMNR-CWS-OFO; Bird Studies Canada - Etudes d'Oiseaux Canada, Federation of Ontario Naturalists, Ontario Ministry of Natural Resources, Canadian Wildlife Service, and Ontario Field Ornithologists","ONATLAS2; Second Ontario Breeding Bird Atlas, Bird Records",Ontario Breeding Bird Atlas 2001-2005,OBSERVATION,,PRESENT,,2002,,,CA,Ontario,,17MN46,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
