month,day,year,time_observed_at,description,place_guess,latitude,longitude,positional_accuracy,place_county_name,place_state_name
3,27,2020,2020-03-27 22:00:00 UTC,,"Virginia Kendall Area, Summit County, OH, USA",41.21301323,-81.52807278,427,Summit,Ohio
3,27,2020,2020-03-27 22:00:00 UTC,,"Virginia Kendall Area, Summit County, OH, USA",41.21301323,-81.52807278,427,Summit,Ohio
3,27,2020,2020-03-27 22:00:00 UTC,,"Virginia Kendall Area, Summit County, OH, USA",41.21301323,-81.52807278,427,Summit,Ohio
3,28,2020,2020-03-28 17:59:23 UTC,,"Hill Rd S, Pickerington, OH, US",39.86835977,-82.75102684,56,Fairfield,Ohio
3,31,2020,2020-03-31 17:06:21 UTC,,"St. Clair Av E & Franz Pastorius Blvd, Cleveland, OH 44114, USA",41.50257222,-81.69426111,,Cuyahoga,Ohio
4,3,2020,2020-04-04 03:09:58 UTC,"Woodcocks are calling!!! 
Peent! ","Poore Rd, North Kingsville, OH, US",41.93262957,-80.64683679,165,Ashtabula,Ohio
4,7,2020,2020-04-08 00:45:00 UTC,,"Silver Creek Metro Park, 5000 Hametown Rd., Norton, OH 44203, USA",40.99498999,-81.68046389,97,Summit,Ohio
4,10,2020,2020-04-10 14:41:00 UTC,,"Fawn Meadow Dr, Batavia, OH, US",39.05637306,-84.1229638,5,Clermont,Ohio
4,11,2020,2020-04-11 16:32:25 UTC,,"Wayne National Forest, Glouster, OH, US",39.599055,-82.0518805,33,Perry,Ohio
5,1,2013,,,"Magee Marsh, Lucas County, OH, USA",41.6274933,-83.19020244,8,Lucas,Ohio
5,18,2014,2014-05-18 12:12:00 UTC,,"Oak Harbor, OH 43449, USA",41.6155368,-83.1629429,1388,Ottawa,Ohio
4,23,2013,2013-04-23 16:22:00 UTC,,"Summit County, OH, USA",41.30495519,-81.39559638,3906,Summit,Ohio
4,27,2020,2020-04-27 20:01:12 UTC,Spooked an American Woodcock from a meadow area & then noted this ground nest. ,"Cuyahoga Valley National Park, Cuyahoga Falls, OH, US",41.21851333,-81.54734667,12,Summit,Ohio
5,1,2020,2020-05-02 01:14:57 UTC,Peent call heard repeatedly ,"Krebs Rd, Avon, OH, US",41.47734686,-81.97937348,65,Lorain,Ohio
4,1,2020,2020-04-02 00:33:00 UTC,"Recording of an American Woodcock after dusk. April 1st, 2020 in NW Ohio.","Ohio, US",41.21233265,-83.69303962,1479,Wood,Ohio
5,26,2020,2020-05-27 01:17:00 UTC,,"CVNP Wetmore area, Summit County, OH, USA",41.20888568,-81.53928468,1517,Summit,Ohio
5,24,2020,2020-05-24 15:26:33 UTC,"Found among domesticated baby ducks by a neighbor. She needed help identifying so she sent me this image. I told her it looked like a Woodcock. Apparently it got  spooked and ran into the forest, so I hope it found its way!","Cheswick Pl, Solon, OH, US",41.41742829,-81.45679712,4193,Cuyahoga,Ohio
6,6,2020,2020-06-07 02:03:40 UTC,,"Springfield Bog Metro Park, Akron, OH, US",41.01129547,-81.39473931,216,Summit,Ohio
6,10,2020,2020-06-10 18:11:00 UTC,,"Hancock County, OH, USA",41.02017252,-83.55590254,122,Hancock,Ohio
6,17,2020,2020-06-17 18:15:59 UTC,,"Monroe Township, OH, USA",41.87603142,-80.57819501,18,Ashtabula,Ohio
5,18,2017,2017-05-18 05:54:00 UTC,,"Lucas County, OH, USA",41.6279731,-83.19011129,403,Lucas,Ohio
7,19,2020,2020-07-19 19:35:00 UTC,,"Ottawa National Wildlife Refuge, Lucas, Ohio, United States",41.631615,-83.246752,12,Lucas,Ohio
7,22,2020,2020-07-22 20:04:28 UTC,,"Adena, OH 43901, USA",40.29647549,-80.84667072,17,Jefferson,Ohio
7,28,2020,2020-07-28 14:27:00 UTC,,"Honda Wetlands, Union County, OH, USA",40.12420881,-83.18193197,15,Union,Ohio
7,31,2020,2020-07-31 12:54:00 UTC,,"Marsh Hollow, Hocking County, OH",39.46066655,-82.66327459,221,Hocking,Ohio
8,14,2020,2020-08-15 03:45:00 UTC,,"289 Morgan St, Oberlin, OH 44074, USA",41.2845595,-82.2277678,129,Lorain,Ohio
8,23,2020,2020-08-23 16:00:24 UTC,,"Church Rd, Lakeside Marblehead, OH, US",41.5149533,-82.80839025,7084,Ottawa,Ohio
9,28,2020,2020-09-28 21:37:52 UTC,2 woodcocks flew off and this was left behind.  ,"North Kingsville, OH, US",41.92729397,-80.65791887,357,Ashtabula,Ohio
11,8,2015,2015-11-08 16:26:00 UTC,,"Downtown, Cleveland, OH, USA",41.50355278,-81.689575,30,Cuyahoga,Ohio
10,6,2020,,,"Sharonville, OH, USA",39.26823744,-84.41327479,6566,Hamilton,Ohio
5,27,2017,2017-05-27 17:43:00 UTC,,Oak Openings Preserve Metropark,41.549462,-83.8536336,458,Lucas,Ohio
10,13,2020,2020-10-13 18:37:01 UTC,,"Ontario St, Cleveland, OH, US",41.502945,-81.69615833,10,Cuyahoga,Ohio
5,3,2015,2015-05-03 12:15:00 UTC,,"Lucas County, OH, USA",41.62830843,-83.1913304,122,Lucas,Ohio
3,3,2013,2013-03-04 02:43:00 UTC,Terrible picture. ID'ed by characteristic voice and flight display.,"Tahlequah, OK 74464, USA",35.91537,-94.969956,4867,Cherokee,Oklahoma
2,17,2018,,5-6 males peenting and doing a few display flights between 6:20 and 6:40 this evening.,"Oxley Nature Center, Tulsa County OK",36.222737,-95.909631,26,Tulsa,Oklahoma
2,25,2018,,,"Norman, OK, USA",35.19681712,-97.38600969,107,Cleveland,Oklahoma
1,11,2020,2020-01-11 16:52:11 UTC,,"Morgan Rd NE, Piedmont, OK, US",35.66309997,-97.68862876,25287,Canadian,Oklahoma
2,9,2020,2020-02-09 20:12:44 UTC,,"E 74th St, Tulsa, OK, US",36.0570805,-95.93331167,,Tulsa,Oklahoma
2,29,2020,2020-03-01 00:28:53 UTC,,"Tulsa, OK 74115, USA",36.2133234,-95.9058096,1600,Tulsa,Oklahoma
3,26,2012,2012-03-26 18:48:24 UTC,"Found on Duncan drive today about five feet from a neighbor's driveway. Odd that a woodcock would be on a suburban street. Possibly hit by a car, stuck to the grill and falling off here in the neighborhood?","Duncan Dr, Roslyn, Montgomery County, Pennsylvania, 19025, United States of America",40.1361084,-75.15027618,85,Montgomery,Pennsylvania
6,15,1991,,young,"Erie County, US-PA, US",42.00991415,-80.13236427,1608,Erie,Pennsylvania
6,27,2010,,American Woodcock,"Old Bedford Pike, Elton PA",40.2748,-78.7915,,Cambria,Pennsylvania
3,18,2009,,Found stunned along a campus road. Transferred to rehabber.,Penn State campus,40.79375,-77.865322,,Centre,Pennsylvania
5,21,2006,2006-05-21 16:38:00 UTC,,Squaw Valley Woodlands,41.1585563,-79.7640467,,Butler,Pennsylvania
4,24,2015,,"Bird was very badly damaged. It is possible that it hit a window and then was run over on the sidewalk. This bird was found and documented by Liquo Li. 
",Spruce Street In Front of Vance Hall,39.951189,-75.197602,12,Philadelphia,Pennsylvania
5,7,2015,2015-05-07 12:09:00 UTC,"American Woodcock found at the base of the west facing side of Harnwell House High Rise. Partially decayed. 

","Philadelphia County, US-PA, US",39.951876,-75.201432,,Philadelphia,Pennsylvania
12,3,2015,2015-12-03 18:53:56 UTC,West facing Windows Van Pelt library,United States,39.952578,-75.193957,50,Philadelphia,Pennsylvania
3,24,2016,,American Woodcock appears to have struck east facing windows of atrium if BRB. Penn's campus. ,"Philadelphia County, US-PA, US",39.948432,-75.195995,12,Philadelphia,Pennsylvania
6,3,2016,2016-06-04 03:30:37 UTC,,"Pennsylvania, US",41.0607463,-77.11010615,3700,Union,Pennsylvania
6,14,2016,2016-06-14 14:06:53 UTC,Numerous tracks and probe marks in the mud. Distinctive.,"72–148 Eagleton Run Trl, Grugan, PA, US",41.21295833,-77.63320333,,Clinton,Pennsylvania
7,14,2016,2016-07-14 11:33:53 UTC,,"125 Kato Rd, Snow Shoe township, PA, US",41.0854195,-77.86658667,,Centre,Pennsylvania
5,12,2015,2015-05-12 03:53:00 UTC,,United States - Westmoreland (PA),40.16354,-79.26742,,Westmoreland,Pennsylvania
2,23,2017,,American Woodcock hit window outside Au Bon Pain  - South side of BRB. It survived and was stunned. Beak seemed to be in good condition - no apparent neck or wing injury.  Bird was relocated to BioPond to recover in more sheltered shrubby area. This bird may be the same bird that hit again  - this time on the north side of building and was relocated to Rushton Woods Preserve a few days later. ,University of Pennsylvania,39.948192,-75.19627,6,Philadelphia,Pennsylvania
6,14,2016,2016-06-14 13:34:00 UTC,,"Clinton County, PA, USA",41.21303009,-77.72717278,36333,Clinton,Pennsylvania
6,6,2016,2016-06-06 09:33:00 UTC,,"15187 Renovo Rd, Renovo, PA 17764, USA",41.2813082,-77.7223162,26120,Clinton,Pennsylvania
3,15,2017,2017-03-15 09:55:00 UTC,,"West Philadelphia, Philadelphia, PA, USA",39.95434983,-75.20274639,50,Philadelphia,Pennsylvania
3,20,2017,,dead American Woodcock on Penn Campus adjacent to ,37th Street Walk adjacent to Vance Hall,39.951241,-75.197369,12,Philadelphia,Pennsylvania
3,21,2017,2017-03-21 19:02:09 UTC,,"University of Pennsylvania, Philadelphia, PA, US",39.95231523,-75.19404153,50,Philadelphia,Pennsylvania
3,23,2017,2017-03-23 16:57:09 UTC,,"3501 Civic Center Blvd, Philadelphia, PA, US",39.94848797,-75.19572881,10,Philadelphia,Pennsylvania
3,23,2017,2017-03-24 02:34:28 UTC,"American Woodcock Houston Meadow March 23, 2017","Houston Meadow, Fairmount Park Philadelphia",40.069494,-75.228941,25,Philadelphia,Pennsylvania
3,24,2017,2017-03-24 23:54:22 UTC,,"15701, Rayne, PA, US",40.69065,-79.15673883,,Indiana,Pennsylvania
2,28,2017,2017-02-28 16:16:00 UTC,Distressed American Woodcock outside of BRB. It was relocated to a preserve in Delaware county.,"West Philadelphia, Philadelphia, PA, USA",39.94894504,-75.1968348,50,Philadelphia,Pennsylvania
4,13,2017,2017-04-14 00:55:08 UTC,,"Yellow Creek State Park, Brush Valley, PA, US",40.570705,-79.01300833,,Indiana,Pennsylvania
4,17,2017,2017-04-18 00:36:16 UTC,Peenting,"Sidman, PA 15955",40.26474523,-78.64822861,4128,Cambria,Pennsylvania
4,18,2017,2017-04-19 00:00:33 UTC,,"Delaware State Forest, Price, PA, US",41.12093834,-75.22262797,291,Monroe,Pennsylvania
4,26,2017,2017-04-27 01:43:43 UTC,,"872 Kato Rd, Snow Shoe township, PA, US",41.08272217,-77.818655,,Centre,Pennsylvania
3,23,2017,2017-03-23 15:31:00 UTC,,"Pittsburgh, PA, USA",40.4406248,-79.9958864,12917,Allegheny,Pennsylvania
6,27,2010,,American Woodcock,"Cambria County, US-PA, US",40.2748,-78.7915,,Cambria,Pennsylvania
6,27,2010,,American Woodcock,"Cambria County, US-PA, US",40.2748,-78.7915,,Cambria,Pennsylvania
9,16,2017,2017-09-16 13:40:34 UTC,,"3375 Cold Springs Rd, Huntingdon, PA, US",40.50426008,-77.99971892,5,Huntingdon,Pennsylvania
2,27,2017,2017-02-27 15:35:15 UTC,Hit a window. Didn't survive. ,"Point Park University, Pittsburgh, PA, US",40.43909667,-80.00265555,,Allegheny,Pennsylvania
11,8,2017,2017-11-08 14:30:00 UTC,Window strike Woodcock DOA. Found by Ryan Moore. Found beside 1301 Filbert St.,"1301 Filbert St, Philadelphia, PA 19107, USA",39.95349688,-75.16182628,344,Philadelphia,Pennsylvania
5,3,2017,,,"Centre County, PA, USA",40.77083518,-77.97649384,2000,Centre,Pennsylvania
3,14,2018,2018-03-14 21:12:14 UTC,Casualty,"Philadelphia County, US-PA, US",39.94805333,-75.19558667,49,Philadelphia,Pennsylvania
3,17,2018,2018-03-17 23:38:00 UTC,Bird sound after sunset,18508,41.446104,-75.652413,61,Lackawanna,Pennsylvania
3,23,2018,2018-03-23 05:18:00 UTC,,"Clinton County, PA, USA",41.22551611,-77.80124688,15,Clinton,Pennsylvania
3,25,2018,2018-03-26 00:14:00 UTC,"I have a video but it is more for the sound, it was just about dusk when I saw it, so no photos.","14322 Field Station Ln, James Creek, PA, US",40.36767796,-78.14480415,24,Huntingdon,Pennsylvania
4,23,2018,2018-04-23 20:02:43 UTC,Has a pretty long beak for its little size. Found by road in woods.,"Indiana County, US-PA, US",40.73095161,-78.81503017,230,Indiana,Pennsylvania
3,10,2016,2016-03-10 23:22:00 UTC,,"Montour County, PA, USA",41.10654167,-76.66793056,5,Montour,Pennsylvania
4,28,2018,2018-04-28 18:36:33 UTC,,"Hallaway Rd, Sewickley Heights, PA, US",40.57098833,-80.15000833,10,Allegheny,Pennsylvania
5,30,2018,2018-05-30 22:05:30 UTC,,"382 Ross Mountain Park Rd, New Florence, PA, US",40.27307008,-79.13648567,8502,Westmoreland,Pennsylvania
6,7,2018,2018-06-07 23:37:01 UTC,,"Salmon Creek Rd, Marienville, PA 16239, USA",41.4864457,-79.1023963,18,Forest,Pennsylvania
2,23,2017,2017-02-23 12:14:00 UTC,,"Carbon County, PA, USA",40.86806367,-75.61109787,488,Carbon,Pennsylvania
3,22,2016,2016-03-22 22:52:00 UTC,,"Mountain Top, PA 18707, USA",41.16376722,-75.99403252,122,Luzerne,Pennsylvania
9,18,2018,2018-09-19 00:35:00 UTC,,"Centre County, PA, USA",40.79926761,-77.94627266,15,Centre,Pennsylvania
10,30,2018,2018-10-30 10:42:17 UTC,"American Woodcock. Probable windowstrike. 
","Temple University, Philadelphia, PA, US",39.98140135,-75.15331714,89,Philadelphia,Pennsylvania
10,26,2018,2018-10-26 10:46:54 UTC,American Woodcock. Probable windowstrike. ,"Temple University, Philadelphia, PA, US",39.98155979,-75.1532479,23,Philadelphia,Pennsylvania
5,29,2018,2018-05-29 12:21:00 UTC,,"Centre County, PA, USA",40.78413056,-77.70960278,5,Centre,Pennsylvania
11,6,2018,2018-11-06 18:09:13 UTC,Dead by Rodin Museum,"2001 Pennsylvania Ave, Philadelphia, PA 19130, USA",39.96146833,-75.17275,6,Philadelphia,Pennsylvania
11,23,2018,2018-11-23 13:04:14 UTC,American Woodcock. Probable windowstrike. ,"Temple University, Philadelphia, PA, US",39.98145235,-75.15327451,22,Philadelphia,Pennsylvania
5,11,2018,2018-05-11 22:15:44 UTC,,"16669, Petersburg, PA, US",40.65874241,-77.89338651,61,Huntingdon,Pennsylvania
10,9,2017,2017-10-09 15:22:00 UTC,,"Pennsylvania, US",40.3863842,-76.32616515,132,Lancaster,Pennsylvania
7,2,2015,2015-07-02 15:33:00 UTC,,"Berks County, US-PA, US",40.43992579,-76.04651568,526,Berks,Pennsylvania
2,16,2019,2019-02-16 12:33:20 UTC,American Woodcock. Probable windowstrike. ,"Temple University, Philadelphia, PA, US",39.9819124,-75.15380614,30,Philadelphia,Pennsylvania
2,19,2019,2019-02-19 18:19:16 UTC,,"Van Pelt-Dietrich Library Center, Philadelphia, PA, US",39.95247833,-75.19390833,25,Philadelphia,Pennsylvania
3,4,2019,2019-03-04 19:55:23 UTC,American Woodcock. Cause of death uncertain (not near any windows). ,"Temple University, Philadelphia, PA, US",39.9812676,-75.15456234,65,Philadelphia,Pennsylvania
3,12,2019,2019-03-12 17:47:32 UTC,,"2 Market Square, Pittsburgh, PA 15222, USA",40.44077513,-80.0024006,16,Allegheny,Pennsylvania
3,6,2019,2019-03-06 20:02:00 UTC,,"5202 Levick St, Philadelphia, PA 19135, USA",40.0147478,-75.0459981,195,Philadelphia,Pennsylvania
2,28,2019,2019-02-28 22:45:00 UTC,4 males displaying. ,"854 Manatawna Ave, Philadelphia, PA 19128, USA",40.06947363,-75.2290545,66,Philadelphia,Pennsylvania
3,4,2019,2019-03-04 23:45:00 UTC,Two males displaying. ,"900 Grakyn Ln, Philadelphia, PA 19128, USA",40.06957601,-75.22935491,17,Philadelphia,Pennsylvania
3,14,2019,2019-03-14 10:45:00 UTC,One male landing after displaying. ,"241 W Northwestern Ave, Philadelphia, PA 19128, USA",40.07795521,-75.23802985,263,Philadelphia,Pennsylvania
3,16,2019,2019-03-16 16:26:08 UTC,Dead on the street in Philly,"20th St & Chestnut St, Philadelphia, PA 19103, USA",39.95203781,-75.17337036,,Philadelphia,Pennsylvania
3,18,2019,2019-03-18 12:49:47 UTC,American Woodcock. Cause of death uncertain. ,"Temple University, Philadelphia, PA, US",39.98163133,-75.15469855,21,Philadelphia,Pennsylvania
3,19,2019,2019-03-19 15:15:55 UTC,American Woodcock. Probable windowstrike. ,"Temple University, Philadelphia, PA, US",39.98048447,-75.15336764,32,Philadelphia,Pennsylvania
3,11,2019,2019-03-11 23:20:00 UTC,,"Southwest Philadelphia, Philadelphia, PA, USA",39.88353334,-75.25347076,31,Philadelphia,Pennsylvania
4,4,2019,2019-04-04 13:46:33 UTC,On Cuthbert Street behind Kennedy House Coop.,"Philadelphia County, US-PA, US",39.95505142,-75.17235565,,Philadelphia,Pennsylvania
4,16,2019,2019-04-17 00:46:43 UTC,Peent,"PA-381, Somerset, PA 15501, USA",40.09565848,-79.32816897,15,Westmoreland,Pennsylvania
5,4,2019,2019-05-04 15:22:25 UTC,,"Pennsylvania, US",40.41199254,-75.23324003,,Bucks,Pennsylvania
5,16,2019,2019-05-16 14:49:00 UTC,,"Forest County, PA, USA",41.4508339,-79.31715792,15,Forest,Pennsylvania
5,25,2019,2019-05-25 15:05:19 UTC,,"15687, Stahlstown, PA, US",40.10793255,-79.32733037,357,Westmoreland,Pennsylvania
5,23,2019,2019-05-23 18:19:51 UTC,,"8286–8298 Rattlesnake Pike, Snow Shoe, PA, US",40.91672833,-78.03708617,12,Centre,Pennsylvania
6,19,2019,2019-06-19 16:53:00 UTC,,"1539 Cherry Lane Rd, East Stroudsburg, PA, US",41.05799727,-75.21753182,5,Monroe,Pennsylvania
4,1,2013,2013-04-01 22:59:00 UTC,,"Pittsburgh, PA 15213, USA",40.4348492,-79.9424886,188,Allegheny,Pennsylvania
9,18,2019,2019-09-18 20:46:30 UTC,,"Mishs Mill Rd, Lebanon, PA, US",40.38880493,-76.49565198,16,Lebanon,Pennsylvania
3,20,2013,,,"Montgomery County, PA, USA",40.31913232,-75.39600102,8,Montgomery,Pennsylvania
4,12,2015,2015-04-13 00:48:00 UTC,,"Indiana County, PA, USA",40.56516358,-78.95182489,8,Indiana,Pennsylvania
5,6,2015,2015-05-06 12:14:00 UTC,,"Monroe County, PA, USA",41.13057222,-75.21290556,,Monroe,Pennsylvania
5,22,2014,2014-05-22 16:30:00 UTC,flushed adult woodcock off nest,"Pike, Pennsylvania, United States",41.22656944,-74.97026111,,Pike,Pennsylvania
10,20,2019,2019-10-20 13:16:32 UTC,,"PA-381, Rector, PA, US",40.16356207,-79.26750516,5,Westmoreland,Pennsylvania
11,5,2019,2019-11-05 16:06:43 UTC,,"Cuthbert St, Philadelphia, PA, US",39.95504015,-75.17353848,30,Philadelphia,Pennsylvania
11,8,2019,2019-11-08 12:26:02 UTC,American Woodcock. Observed windowstrike. ,"Temple University, Philadelphia, PA, US",39.98208046,-75.15512202,22,Philadelphia,Pennsylvania
11,9,2019,2019-11-09 12:48:15 UTC,American Woodcock. Probable hawk predation. ,"Temple University, Philadelphia, PA, US",39.98126835,-75.15407985,22,Philadelphia,Pennsylvania
11,12,2019,2019-11-12 13:26:42 UTC,,"Abington Friends School, Jenkintown, PA, US",40.09525874,-75.11972833,39,Montgomery,Pennsylvania
11,14,2019,,"Found in planted bed in front of Brysi Cafe, part of Weiss Pavilion in Shoemaker Green.","Philadelphia County, US-PA, US",39.950854,-75.189695,,Philadelphia,Pennsylvania
11,18,2019,2019-11-18 17:23:57 UTC,"This sweet little bird was lying dead on the sidewalk in front of Whole Foods in the city.  Why would it be in the city?
","Hamilton St, Philadelphia, PA, US",39.96281167,-75.17455333,48,Philadelphia,Pennsylvania
11,26,2019,2019-11-26 15:24:00 UTC,,"Holmesburg, Philadelphia, PA, USA",40.03029598,-75.00698537,40,Philadelphia,Pennsylvania
11,25,2019,2019-11-25 12:54:36 UTC,American Woodcock. Probable windowstrike. ,"Temple University, Philadelphia, PA, US",39.98179053,-75.15569532,22,Philadelphia,Pennsylvania
12,2,2019,,,"Monroe County, US-PA, US",40.98101049,-75.27124163,389,Monroe,Pennsylvania
5,20,2014,2014-05-20 12:11:00 UTC,,"Erie County, PA, USA",42.16793826,-80.09355419,600,Erie,Pennsylvania
12,18,2019,2019-12-18 19:59:47 UTC,,"Children's Hospital of Philadelphia, Philadelphia, PA, US",39.94801667,-75.19548,65,Philadelphia,Pennsylvania
5,23,2019,2019-05-24 00:59:00 UTC,,"Centre County, PA, USA",40.77848638,-77.95416837,,Centre,Pennsylvania
11,29,2019,2019-11-29 13:25:22 UTC,,"Horsham, PA 19044, USA",40.17861176,-75.11472321,,Montgomery,Pennsylvania
11,12,2019,2019-11-12 14:30:59 UTC,"1500 Market Street
","1500 Market Street, Philadelphia, PA, US",39.952596,-75.165208,12,Philadelphia,Pennsylvania
2,17,2020,,"Found in the grass, near the east facing glass wall.  Possibly could have hit the north facing wall if flying high enough at a fast enough speed.",Left Bank Building,39.952464,-75.186668,2,Philadelphia,Pennsylvania
2,18,2020,2020-02-18 23:14:00 UTC,,"Roxborough, Philadelphia, PA, USA",40.069375,-75.228581,31,Philadelphia,Pennsylvania
2,22,2020,2020-02-22 23:29:00 UTC,,"Union Township, PA, USA",40.19761028,-75.78827363,489,Berks,Pennsylvania
3,2,2020,2020-03-02 23:25:00 UTC,First time we've detected more than one at this spot this year (second bird not audible),"Roxborough, Philadelphia, PA, USA",40.069456,-75.229218,61,Philadelphia,Pennsylvania
3,11,2020,2020-03-12 01:08:59 UTC,,"Yellow Creek State Park, Penn Run, PA, US",40.57011667,-79.01383888,73,Indiana,Pennsylvania
3,11,2020,2020-03-12 00:31:06 UTC,,"Yellow Creek State Park, Penn Run, PA, US",40.56978833,-79.01338888,12,Indiana,Pennsylvania
3,13,2020,2020-03-13 23:58:23 UTC,,"Port Matilda, PA, US",40.78612833,-77.94914167,42,Centre,Pennsylvania
3,14,2020,2020-03-14 23:32:25 UTC,,"Eastwick, Philadelphia, PA, USA",39.8911595,-75.25557078,,Philadelphia,Pennsylvania
3,19,2020,2020-03-19 23:30:00 UTC,,"Carbon County, PA, USA",40.87184411,-75.60022921,244,Carbon,Pennsylvania
3,19,2020,2020-03-19 23:30:00 UTC,,"Carbon County, PA, USA",40.87136824,-75.5995554,244,Carbon,Pennsylvania
3,27,2020,2020-03-27 20:39:27 UTC,,"Country Club Pl E, Camp Hill, PA, US",40.24597532,-76.93544326,58,Cumberland,Pennsylvania
5,27,2019,2019-05-27 19:41:50 UTC,Woodcock nestlings,"Danville, PA 17821, USA",40.95700697,-76.61654097,,Montour,Pennsylvania
3,29,2020,2020-03-29 18:21:57 UTC,,"John F Kennedy Blvd, Philadelphia, PA, US",39.95358999,-75.16453221,77,Philadelphia,Pennsylvania
4,6,2020,,,Rural home project,39.852967,-78.602762,74,Bedford,Pennsylvania
4,19,2020,2020-04-19 12:21:18 UTC,,"Upper Bern Township, PA, USA",40.55589179,-76.11109257,155,Berks,Pennsylvania
4,27,2020,2020-04-27 15:26:49 UTC,My first time seeing a woodcock in the wild was earlier this week. Caught it on camera the second time. ,"Pennsylvania, US",41.69265344,-79.37212954,10,Warren,Pennsylvania
4,28,2020,2020-04-28 19:40:13 UTC,,"Teaberry Hollow Rd, Alexandria, PA, US",40.599625,-78.09076667,53,Huntingdon,Pennsylvania
5,6,2020,,"A small, pudgy bird, mostly brown, with a very long beak. Found in grassy and brushy areas and clearings often between fields.","Crawford County, PA, USA",41.77806228,-80.27428695,3804,Crawford,Pennsylvania
5,8,2020,2020-05-08 23:00:20 UTC,,"Benezett, PA, US",41.26038426,-78.25784788,178,Elk,Pennsylvania
5,18,2020,2020-05-18 21:30:00 UTC,,Michaux State Forest,39.96384042,-77.49819573,4996,Franklin,Pennsylvania
6,1,2020,2020-06-01 22:16:00 UTC,,Cooper Lane,39.94215677,-77.98249262,136,Fulton,Pennsylvania
6,13,2020,2020-06-13 15:54:08 UTC,,Susquehanna County,41.74555289,-75.80690827,45007,Susquehanna,Pennsylvania
6,12,2020,2020-06-13 00:20:00 UTC,,"Pike County, PA, USA",41.17058889,-74.9142,,Pike,Pennsylvania
6,17,2020,2020-06-17 09:50:01 UTC,,"Hypsie Gap Rd, Blakeslee, PA, US",41.03478333,-75.45463667,5,Monroe,Pennsylvania
7,10,2020,2020-07-11 01:14:25 UTC,,"Pennsylvania, US",40.68227419,-77.95797984,165,Centre,Pennsylvania
